Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
,"Proposed Shenandoah National Park, Virginia",,English,Geological Survey (U.S.),"The Survey (Washington,  D.C.?)",,,1926,,,Virginia,"-79.0,38.0,-78.0,39.0",https://umedia.lib.umn.edu/item/p16022coll230:1562,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1562/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1562,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1562/manifest.json,UMN_ALMA:9934709030001701,p16022coll230:1562,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Railroad map of Georgia, 1925",,English,Georgia Public Service Commission,Geographical Pub. Co (Chicago),,Railroads,1925,,,Georgia,"-85.6,30.35,-80.8333,35.0",https://umedia.lib.umn.edu/item/p16022coll230:1452,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1452/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1452,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1452/manifest.json,UMN_ALMA:9973974703601701,p16022coll230:1452,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Railroad map of Kentucky,,English,Railroad Commission of Kentucky,"State Journal (Frankfort,  Ky), 1919",,Railroads,1918,,,Kentucky,"-89.0,37.0,-83.0,39.0",https://umedia.lib.umn.edu/item/p16022coll230:1558,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1558/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1558,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1558/manifest.json,UMN_ALMA:9934738980001701,p16022coll230:1558,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Relief map, State of Kentucky",,English,Geological Survey (U.S.),"engraved and printed by the U.S. Geological Survey (Washington,  D.C)",,,,,,Kentucky,"-89.5667,36.4833,-81.95,39.1333",https://umedia.lib.umn.edu/item/p16022coll230:1629,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1629/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1629,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1629/manifest.json,UMN_ALMA:9974064409501701,p16022coll230:1629,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Relief map, State of Kentucky",,English,Geological Survey (U.S.),"engraved and printed by the U.S. Geological Survey (Washington,  D.C)",,,,,,Kentucky,"-89.5667,36.4833,-81.95,39.1333",https://umedia.lib.umn.edu/item/p16022coll230:1492,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1492/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1492,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1492/manifest.json,UMN_ALMA:9974064409501701,p16022coll230:1492,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Relief map, state of Tennessee",,English,Geological Survey (U.S.),"The Survey (Washington,  D.C)",,,1927,,,Tennessee,"-90.3167,34.9667,-81.6333,36.6833",https://umedia.lib.umn.edu/item/p16022coll230:1616,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1616/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1616,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1616/manifest.json,UMN_ALMA:9916178090001701,p16022coll230:1616,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Relief map, state of Tennessee",,English,Geological Survey (U.S.),"The Survey (Washington,  D.C)",,,1927,,,Tennessee,"-90.3167,34.9667,-81.6333,36.6833",https://umedia.lib.umn.edu/item/p16022coll230:1486,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1486/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1486,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1486/manifest.json,UMN_ALMA:9916178090001701,p16022coll230:1486,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, Georgia, Laurens County sheet",,English,United States. Bureau of Soils,Snyder & Black (New York),,Soils,1915,,,Georgia,"-83.2264,32.1472,-82.6331,32.7156",https://umedia.lib.umn.edu/item/p16022coll230:1626,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1626/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1626,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1626/manifest.json,UMN_ALMA:9973974701401701,p16022coll230:1626,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, Georgia, Laurens County sheet",,English,United States. Bureau of Soils,Snyder & Black (New York),,Soils,1915,,,Georgia,"-83.2264,32.1472,-82.6331,32.7156",https://umedia.lib.umn.edu/item/p16022coll230:1515,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1515/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1515,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1515/manifest.json,UMN_ALMA:9973974701401701,p16022coll230:1515,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, Georgia, Turner County sheet",,English,United States. Bureau of Soils,A. Hoen & Co. Lith (Baltimore),,Soils,1915,,,Georgia,"-83.8,31.5639,-83.45,31.8528",https://umedia.lib.umn.edu/item/p16022coll230:1543,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1543/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1543,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1543/manifest.json,UMN_ALMA:9973973182701701,p16022coll230:1543,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, Georgia, Washington County sheet",,English,United States. Bureau of Soils,A. Hoen & Co. Lith (Baltimore),,Soils,1915,,,Georgia,"-83.0736,32.7561,-82.5108,33.2383",https://umedia.lib.umn.edu/item/p16022coll230:1566,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1566/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1566,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1566/manifest.json,UMN_ALMA:9973986362601701,p16022coll230:1566,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, South Carolina, Dorchester County sheet",,English,,Bureau of Soils (Washington),,Soils,1915,,,South Carolina,"-80.7919,32.8164,-80.0786,33.3344",https://umedia.lib.umn.edu/item/p16022coll230:1548,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1548/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1548,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1548/manifest.json,UMN_ALMA:9973981907501701,p16022coll230:1548,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"Soil map, South Carolina, Hampton County sheet",,English,,Bureau of Soils (Washington),,Soils,1915,,,South Carolina,"-81.4275,32.5508,-80.8261,33.0264",https://umedia.lib.umn.edu/item/p16022coll230:1531,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1531/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1531,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1531/manifest.json,UMN_ALMA:9973986362101701,p16022coll230:1531,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Alabama,,English,United States. General Land Office,"General Land Office,  Dept. of the Interior (Washington,  D.C)",,,1915,,,Alabama,"-88.4667,30.1333,-84.8833,35.0",https://umedia.lib.umn.edu/item/p16022coll230:1574,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1574/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1574,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1574/manifest.json,UMN_ALMA:9943469560001701,p16022coll230:1574,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Florida,,English,United States. General Land Office,The Office,,,1876,,,Florida,"-87.6333,24.5167,-80.0167,31.0",https://umedia.lib.umn.edu/item/p16022coll230:1559,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1559/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1559,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1559/manifest.json,UMN_ALMA:9974029796601701,p16022coll230:1559,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Florida,,English,,"Dept. of the Interior,  General Land Office (Washington,  D.C)",,,1893,,,Florida,"-87.6667,24.3333,-79.75,31.0833",https://umedia.lib.umn.edu/item/p16022coll230:1635,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1635/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1635,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1635/manifest.json,UMN_ALMA:9973986408401701,p16022coll230:1635,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Florida,,English,,"Dept. of the Interior,  General Land Office (Washington,  D.C)",,,1893,,,Florida,"-87.6667,24.3333,-79.75,31.0833",https://umedia.lib.umn.edu/item/p16022coll230:1500,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1500/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1500,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1500/manifest.json,UMN_ALMA:9973986408401701,p16022coll230:1500,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Florida : compiled from the official records of the General Land Office and other sources,,English,United States. General Land Office,General Land Office (Washington),,,1911,,,Florida,"-87.6333,24.3833,-79.9667,31.0",https://umedia.lib.umn.edu/item/p16022coll230:1542,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1542/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1542,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1542/manifest.json,UMN_ALMA:9930999160001701,p16022coll230:1542,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Maryland : showing seven hundred miles of national highways,,English,National Highways Association,"The Association (Washington,  D.C)",,,1914,,,Maryland,"-79.5,37.8667,-75.0,39.75",https://umedia.lib.umn.edu/item/p16022coll230:1561,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1561/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1561,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1561/manifest.json,UMN_ALMA:9922818680001701,p16022coll230:1561,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,State of Mississippi,,English,United States. General Land Office,General Land Office,,,1878,,,Mississippi,"-91.6167,30.1167,-88.1167,35.0",https://umedia.lib.umn.edu/item/p16022coll230:1549,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1549/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1549,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1549/manifest.json,UMN_ALMA:9974062209401701,p16022coll230:1549,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"State of Mississippi : compiled from official records of the General Land Office, U.S. Geological Survey and other sources, under the direction of I.P. Berthrong, Chief of Drafting Division G.L.O.",,English,"Dinsmore, A. F","General Land Office (Washington,  D.C)",,,1915,,,Mississippi,"-92.0,29.75,-88.0,35.3333",https://umedia.lib.umn.edu/item/p16022coll230:1546,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1546/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1546,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1546/manifest.json,UMN_ALMA:9943444570001701,p16022coll230:1546,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"State of Mississippi : compiled from the official records of the General Land Office and other sources, under supervision of A.F. Dinsmore, Principal Draughtsman G.L.O.",,English,"Morton, Robert H","General Land Office (Washington,  D.C)",,,1890,,,Mississippi,"-92.0,29.75,-88.0,35.25",https://umedia.lib.umn.edu/item/p16022coll230:1568,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1568/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1568,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1568/manifest.json,UMN_ALMA:9974029797801701,p16022coll230:1568,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,Survey of Roanoke Inlet and Sound,,English,"Boyce, W. M",publisher not identified,,,1835 - 1854?,,,North Carolina,"-75.6833,35.8,-75.5667,35.9667",https://umedia.lib.umn.edu/item/p16022coll230:1569,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1569/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1569,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1569/manifest.json,UMN_ALMA:9935452660001701,p16022coll230:1569,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Federal Aid Highway System progress map,,English,United States. Bureau of Public Roads,"U.S. Geological Survey (Washington,  D.C)",,Roads|Roads,1927,,,Delaware; Maryland,"-79.0,38.0,-75.0,39.0",https://umedia.lib.umn.edu/item/p16022coll230:1527,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1527/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1527,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1527/manifest.json,UMN_ALMA:9917828860001701,p16022coll230:1527,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Federal Aid Highway System progress map,,English,United States. Bureau of Public Roads,"U.S. Bureau of Public Roads (Washington,  D.C)",,Federal Highway Program (u.s.)|Roads|Transportation|Federal Aid to Transportation,1927,,,United States,"-85.0,31.0,-81.0,35.0",https://umedia.lib.umn.edu/item/p16022coll230:1620,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1620/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1620,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1620/manifest.json,UMN_ALMA:9948654780001701,p16022coll230:1620,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Federal Aid Highway System, progress map : [Florida]",,English,United States. Bureau of Public Roads,"U.S. Geological Survey (Washington,  D.C)",,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads|Transportation,1926,,,Florida,"-87.6167,24.5,-80.0,31.0",https://umedia.lib.umn.edu/item/p16022coll230:1610,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1610/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1610,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1610/manifest.json,UMN_ALMA:9917821620001701,p16022coll230:1610,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Federal Aid Highway System, progress map : [Florida]",,English,United States. Bureau of Public Roads,"U.S. Geological Survey (Washington,  D.C)",,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads|Transportation,1926,,,Florida,"-87.6167,24.5,-80.0,31.0",https://umedia.lib.umn.edu/item/p16022coll230:1497,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1497/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1497,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1497/manifest.json,UMN_ALMA:9917821620001701,p16022coll230:1497,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Federal aid highway system progress map : [Kentucky],,English,United States. Bureau of Public Roads,"Bureau of Public Roads (Washington,  D.C)",,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads,1927,,,Kentucky,"-89.5833,36.6167,-81.95,39.15",https://umedia.lib.umn.edu/item/p16022coll230:1613,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1613/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1613,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1613/manifest.json,UMN_ALMA:9948672060001701,p16022coll230:1613,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Federal aid highway system progress map : [Kentucky],,English,United States. Bureau of Public Roads,"Bureau of Public Roads (Washington,  D.C)",,Federal Highway Program (u.s.)|Federal Aid to Transportation|Roads,1927,,,Kentucky,"-89.5833,36.6167,-81.95,39.15",https://umedia.lib.umn.edu/item/p16022coll230:1464,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1464/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1464,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1464/manifest.json,UMN_ALMA:9948672060001701,p16022coll230:1464,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The Federal Aid Highway System progress map : [South Carolina],,English,United States. Bureau of Public Roads,"Bureau of Public Roads (Washington,  D. C)",,Federal Highway Program (u.s.)|Federal Aid to Transportation|Transportation|Roads,1926,,,South Carolina,"-83.3667,32.0,-78.5167,35.2167",https://umedia.lib.umn.edu/item/p16022coll230:1646,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1646/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1646,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1646/manifest.json,UMN_ALMA:9949983600001701,p16022coll230:1646,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Federal Aid Highway System, progress map : [West Virginia]",,English,United States. Bureau of Public Roads,"U.S. Geological Survey (Washington,  D.C)",,Federal Aid Highway System|Roads|Transportation,1926,,,West Virginia,"-82.0,38.0,-78.0,40.0",https://umedia.lib.umn.edu/item/p16022coll230:1570,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1570/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1570,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1570/manifest.json,UMN_ALMA:9949953470001701,p16022coll230:1570,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,The nation's capital : [Washington D.C.],,English,"Weller, M. I. (Michael Ignatius), 1846-1915","M.I. Weller (Washington?), 1901",,,1901,,,"Washington, District of Columbia","-77.0667,38.85,-76.95,38.95",https://umedia.lib.umn.edu/item/p16022coll230:1551,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1551/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1551,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1551/manifest.json,UMN_ALMA:9974029792001701,p16022coll230:1551,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
,"The Rand McNally new commercial atlas map of Washington, D.C",,English,Rand McNally and Company,Rand McNally & Co (Chicago),,,1919,,,District of Columbia,"-77.0806,38.8556,-76.9889,38.9389",https://umedia.lib.umn.edu/item/p16022coll230:1489,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/1489/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/1489,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/1489/manifest.json,UMN_ALMA:9973986354801701,p16022coll230:1489,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2021-08-24,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
