Identifier,Title,Description,Rights,Creator,Publisher,Date Issued,Temporal Coverage,Language,Spatial Coverage,Subject,Coordinates,Ark,additional_setSpec,Extracted Bounding Box,Resource Class,Date Accessioned,Code,Member Of,Accrual Method,Access Rights,Provider
oai:drupal-site.org:ui_hixson_679,"Plat book of Grundy County, Iowa, 1930","Extent: 1 atlas : 16 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Grundy County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_514,"Plat book of Dickinson County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Dickinson County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_69,"Plat book of Audubon County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Audubon County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1213,"Plat book of Madison County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Madison County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_336,"Plat book of Chickasaw County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Chickasaw County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1809,"Plat book of Winneshiek County, Iowa, 1930","Extent: 1 atlas : 22 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Winneshiek County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1689,"Plat book of Wapello County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Wapello County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1193,"Plat book of Mills County, Iowa, 1930","Extent: 1 atlas : 17 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Mills County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_463,"Plat book of Delaware County, Iowa, 1930","Extent: 1 atlas : 30 pages ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Delaware County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_199,"Plat book of Butler County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Butler County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_888,"Plat book of Jasper County, Iowa, 1930","Extent: 1 atlas : 22 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Jasper County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_846,"Plat book of Ida County, Iowa, 1930","Extent: 1 atlas : 16 pages ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Ida County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1252,"Plat book of Monroe County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Monroe County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_394,"Plat book of Crawford County, Iowa, 1930","Extent: 1 atlas : 22 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Crawford County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1871,"Plat book of Wright County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Wright County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1746,"Plat book of Wayne County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Wayne County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_977,"Plat book of Kossuth County, Iowa, 1930","Extent: 1 atlas : 30 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Kossuth County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_945,"Plat book of Johnson County, Iowa, 1930","Extent: 1 atlas : 22 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Johnson County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1852,"Plat book of Worth County, Iowa, 1930","Extent: 1 atlas : 14 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Worth County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1497,"Plat book of Poweshiek County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Poweshiek County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1478,"Plat book of Pottawattamie County, Iowa, 1930","Extent: 1 atlas : 31 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Pottawattamie County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1617,"Plat book of Story County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Story County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1727,"Plat book of Washington County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Washington County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_946,"Plat book of Keokuk County, Iowa, 1930","Extent: 1 atlas : 19 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Keokuk County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_737,"Plat book of Hancock County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Hancock County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1287,"Plat book of Muscatine County, Iowa, 1930","Extent: 1 atlas : 19 pages ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Muscatine County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1517,"Plat book of Ringgold County, Iowa, 1930","Extent: 1 atlas : 19 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Ringgold County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_480,"Plat book of Des Moines County, Iowa, 1930","Extent: 1 atlas : 16 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Des Moines County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1708,"Plat book of Warren County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Warren County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_54,"Plat book of Benton County, Iowa, 1930","Extent: 1 atlas : 25 pages ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Benton County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_297,"Plat book of Cerro Gordo County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Cerro Gordo County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_996,"Plat book of Lee County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Lee County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_1890,"Plat book of Davis County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Davis County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_218,"Plat book of Calhoun County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Calhoun County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_316,"Plat book of Cherokee County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Cherokee County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_161,"Plat book of Buchanan County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Buchanan County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
oai:drupal-site.org:ui_hixson_237,"Plat book of Carroll County, Iowa, 1930","Extent: 1 atlas : 18 leaves ; 21 x 28 cm. | Abstract: W.W. Hixson & Co.'s 1930 plat book of Carroll County, Iowa, containing a map of the county and township maps showing land ownership | Notes: Contact The University of Iowa Libraries Map Collection: http://www.lib.uiowa.edu/sc/location-and-hours/|Master image scanned with Ricoh Aficio 3228C as a JPEG. Township maps and covers scanned at 600 ppi. County maps are composites of 300 ppi scans merged with Adobe Photoshop.",No known copyright restrictions.,University of Iowa. Libraries. Map Collection,W.W. Hixson & Co.,,,,,,,,ui_hixson,,Maps,20231130,03d,dc8c18df-7d64-4ff4-a754-d18d0891187d,OAI-PMH MODS,Public,University of Iowa
