Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates,projection
"Important farmland, Jennings County, Indiana","Important farmland, Jennings County, Indiana","Shows land use. Includes vicinity map. ""November 1984 4-R-38,951.""",,96 x 74 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:767,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/767/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/767,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/767/manifest.json,UMN_ALMA:9948393130001701,p16022coll624:767,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Jennings County,,
"Important farmland, Kalamazoo County, Michigan","Important farmland, Kalamazoo County, Michigan","""2-22-80; 5P-37698.1."" ""Interpretations derived from soil map constructed in 1979 by Cartographic Division, Soil Conservation Service, USDA of Kalamazoo County, Michigan, and information compiled by the Center for Remote Sensing, Michigan State University."" ""Source: 1979 general county highway map."" Includes notes and location map.",,57 x 73 centimeters,,English,United States. Soil Conservation Service,"USDA-SCS (Fort Worth, Tex)",,Agricultural Resources|Land Capability for Agriculture|Soil Productivity,1983,,,https://umedia.lib.umn.edu/item/p16022coll624:792,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/792/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/792,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/792/manifest.json,UMN_ALMA:9922378090001701,p16022coll624:792,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Michigan,United States,North America,Kalamazoo County,,
"Important farmland, Knox County, Indiana","Important farmland, Knox County, Indiana","Shows land use. ""Source: Important farmland map compiled from soil survey published 1981."" Includes vicinity map and text. ""September 1984."" ""4-R-38,950."" ""July 1983, Base 4-R-38,368.""",,115 x 98 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984?,,,https://umedia.lib.umn.edu/item/p16022coll624:776,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/776/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/776,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/776/manifest.json,UMN_ALMA:9964192380001701,p16022coll624:776,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Knox County,,
"Important farmland, Lagrange County, Indiana","Important farmland, Lagrange County, Indiana","""October 1984 4-R-38961."" Shows land use. Includes vicinity map.",,56 x 103 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:748,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/748/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/748,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/748/manifest.json,UMN_ALMA:9931009000001701,p16022coll624:748,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,LaGrange County,,
"Important farmland, La Porte County, Indiana","Important farmland, La Porte County, Indiana","""December 1984 4-R-39055."" Shows land use. Includes vicinity map.",,120 x 78 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:720,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/720/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/720,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/720/manifest.json,UMN_ALMA:9948389090001701,p16022coll624:720,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,LaPorte County,,
"Important farmland, Lawrence County, Indiana","Important farmland, Lawrence County, Indiana","""Sept. 1986."" Shows land use. Includes vicinity map.",,87 x 118 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1986,,,https://umedia.lib.umn.edu/item/p16022coll624:780,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/780/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/780,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/780/manifest.json,UMN_ALMA:9931695480001701,p16022coll624:780,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Lawrence County,,
"Important farmland, Morgan County, Indiana","Important farmland, Morgan County, Indiana","Shows land use. ""Interpretations derived from soil map constructed 1981 by Cartographic Division, Soil Conservation Service, USDA, of Morgan, County, Indiana. "" Includes vicinity map, text, and sectionalized township. ""April 1985."" ""4-R-39096."" ""September 1983, 4-R-38194.""",,89 x 86 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1985?,,,https://umedia.lib.umn.edu/item/p16022coll624:781,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/781/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/781,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/781/manifest.json,UMN_ALMA:9956296920001701,p16022coll624:781,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Morgan County,,
"Important farmland, Ohio County, Indiana","Important farmland, Ohio County, Indiana","""Sept 1984 4-R-38968."" Shows land use. Includes vicinity map.",,51 x 63 centimeters,,English,United States. Soil Conservation Service,"The Service (Fort Worth, Tex.?)",,Agricultural Resources|Land Capability for Agriculture,1985,,,https://umedia.lib.umn.edu/item/p16022coll624:762,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/762/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/762,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/762/manifest.json,UMN_ALMA:9948394660001701,p16022coll624:762,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Ohio County,,
"Important farmland, Parke County, Indiana","Important farmland, Parke County, Indiana",Shows land use. Includes vicinity map.,,80 x 76 centimeters,"1:50,000",English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources Indiana Parke County Maps|Land Capability for Agriculture Indiana Parke County Maps|Parke County (Ind.) Maps. And Others,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:773,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/773/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/773,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/773/manifest.json,UMN_ALMA:9959346930001701,p16022coll624:773,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Parke County,W0872630 W0870000 N0395730 N0393600|(W 87°26ʹ30 --W 87°00ʹ00 /N 39°57ʹ30 --N 39°36ʹ00 ),
"Important farmland, Putnam County, Indiana","Important farmland, Putnam County, Indiana","Shows land use. Includes vicinity map. ""November 1984 - 4-38907."" ""January 1983 BASE 4-37936.""",,104 x 91 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:750,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/750/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/750,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/750/manifest.json,UMN_ALMA:9923277290001701,p16022coll624:750,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Putnam County,,
"Important farmland, Ripley County, Indiana","Important farmland, Ripley County, Indiana","Shows land use. ""Interpretations derived from soil survey published in 1985."" Includes vicinity map, text, and sectionalized township. ""September 1986."" ""4-R-39958."" ""November 1984, Base 4-R-38885.""",,100 x 84 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1986,,,https://umedia.lib.umn.edu/item/p16022coll624:722,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/722/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/722,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/722/manifest.json,UMN_ALMA:9928495750001701,p16022coll624:722,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Ripley County,,
"Important farmland, Rush County, Indiana","Important farmland, Rush County, Indiana","""Apr. 1988 1001453."" ""July 1984 Base 4-R-38779."" Shows land use. Includes vicinity map.",,90 x 83 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1988,,,https://umedia.lib.umn.edu/item/p16022coll624:784,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/784/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/784,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/784/manifest.json,UMN_ALMA:9979783433401701,p16022coll624:784,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Indiana,United States,North America,Rush County,,
"Important farmlands, Atlantico Distrito de Conservación de Suelos, municipios de Arecibo, Hatillo, Y Camuy, Puerto Rico","Important farmlands, Atlantico Distrito de Conservación de Suelos, municipios de Arecibo, Hatillo, Y Camuy, Puerto Rico","Shows land use. Part of title in Spanish. Includes location map. ""December 1981 4-R-37721.""",,43 x 59 centimeters,,English,United States. Soil Conservation Service,"The Service (San Juan, P.R)",,Agricultural Resources|Land Capability for Agriculture,1981,,,https://umedia.lib.umn.edu/item/p16022coll624:786,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/786/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/786,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/786/manifest.json,UMN_ALMA:9979783431001701,p16022coll624:786,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,,Puerto Rico,North America,,,
"Important farmlands, Benton County, Oregon","Important farmlands, Benton County, Oregon","Relief shown by spot heights.; Base compiled in 1975 from USGS 1:24,000 and 1:62,500-scale topographic maps dated 1956-1970; planimetry revised; interpretations derived from soil maps constructed 1973 and 1975.; ""November 1980.""; Includes location map.; Detailed legend on verso.; ""M7-E-24100-2.""",,41 x 61 centimeters,Universal transverse Mercator projection,English,United States. Soil Conservation Service,"USDA-SCS (Portland, Or.)",,Agricultural Resources|Land Use,1980,,,https://umedia.lib.umn.edu/item/p16022coll624:890,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/890/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/890,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/890/manifest.json,UMN_ALMA:9978627544801701,p16022coll624:890,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Oregon,United States,North America,Benton County,"Scale 1:125,000",W1234854 W1230418 N0444315 N0441634; (W 123°48ʹ54ʺ--W 123°04ʹ18ʺ/N 44°43ʹ15ʺ--N 44°16ʹ34ʺ).
"Important farmlands, Bottineau County, North Dakota","Important farmlands, Bottineau County, North Dakota","Shows land use.; Includes vicinity map.; ""March 1984 4-R-38616.""",,77 x 113 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1984,,,https://umedia.lib.umn.edu/item/p16022coll624:944,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/944/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/944,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/944/manifest.json,UMN_ALMA:9978627448201701,p16022coll624:944,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,North Dakota,United States,North America,Bottineau County,W1012600 W1001000 N0485900 N0483300|(W 102°26ʹ--W 100°10ʹ/N 48°59ʹ--N 48°33ʹ).,Lambert conformal projection
"Important farmlands, Cache County, Utah","Important farmlands, Cache County, Utah","Relief shown by spot heights.; Includes notes and location map.; Base map ""compiled by USGS in 1976 from 1:24 000-scale topographic maps dated 1955-1969.""",,72 x 66 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service. Cartographic Division,"Soil Conservation Service (Salt Lake City, Utah.)",,"Agricultural Resources|Land Capability for Agriculture|Land Use, Rural",1978,,,https://umedia.lib.umn.edu/item/p16022coll624:905,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/905/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/905,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/905/manifest.json,UMN_ALMA:9976125195101701,p16022coll624:905,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Utah,United States,North America,Cache County,W1121030 W1112315 N0420000 N0412130|Not given,Universal transverse mercator.
"Important farmlands, Caribe Distrito de Conservación de Suelos, municipios de Coamo, Juana Diaz, Santa Isabel, Y Villalba, Puerto Rico","Important farmlands, Caribe Distrito de Conservación de Suelos, municipios de Coamo, Juana Diaz, Santa Isabel, Y Villalba, Puerto Rico","Shows land use. Part of title in Spanish. Includes location map. ""March 1982 4-R-37787.""",,41 x 53 centimeters,,English,United States. Soil Conservation Service,"The Service (San Juan, P.R)",,Agricultural Resources|Land Capability for Agriculture,1982,,,https://umedia.lib.umn.edu/item/p16022coll624:766,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/766/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/766,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/766/manifest.json,UMN_ALMA:9979783428701701,p16022coll624:766,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,,Puerto Rico,North America,,,
"Important farmlands, Carver County, Minnesota","Important farmlands, Carver County, Minnesota","11-16-78.""; ""Source: General highway map, Carver County, Minnesota (1976) ...""; Includes location map.; ""5,R-37,090.",,46 x 60 centimeters,"Scale 1:100,000",English,United States. Soil Conservation Service,"USDA-SCS (Lincoln, Neb.)",,Agricultural Resources|Land Capability for Agriculture|Soil Productivity,1979,,,https://umedia.lib.umn.edu/item/p16022coll624:898,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/898/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/898,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/898/manifest.json,UMN_ALMA:9937478550001701,p16022coll624:898,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Minnesota,United States,North America,Carver County,W0940100 W0933100 N0445100 N0443800|(W 94⁰01ʹ--W 93⁰31ʹ/N 44⁰51ʹ--N 44⁰38ʹ).,Polyconic projection
"Important farmlands, Clinton County, Michigan","Important farmlands, Clinton County, Michigan","Shows land use. ""Interpretations derived from soil map constructed in 1978 by Cartographic Division, Soil Conservation Service, USDA, of Clinton County, Michigan and information compiled by the Center for Remote Sensing, Michigan State University."" Includes vicinity map. ""March 1981 5,R-38,029.""",,102 x 82 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Use,1981,,,https://umedia.lib.umn.edu/item/p16022coll624:783,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/783/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/783,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/783/manifest.json,UMN_ALMA:9951405040001701,p16022coll624:783,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Michigan,United States,North America,Clinton County,,
"Important farmlands, Cochise County, Arizona","Important farmlands, Cochise County, Arizona","Relief shown by hachures and spot heights. Shows land use. Includes vicinity map. ""November 1983."" ""Base 4-R-38496.""",,69 x 82 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1983,,,https://umedia.lib.umn.edu/item/p16022coll624:774,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/774/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/774,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/774/manifest.json,UMN_ALMA:9931714120001701,p16022coll624:774,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Arizona,United States,North America,Cochise County,,
"Important farmlands, Cochise County, Arizona","Important farmlands, Cochise County, Arizona","Relief shown by hachures and spot heights. Shows land use. Includes vicinity map. ""November 1983."" ""Base 4-R-38496.""",,69 x 82 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Capability for Agriculture,1983,,,https://umedia.lib.umn.edu/item/p16022coll624:863,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/863/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/863,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/863/manifest.json,UMN_ALMA:9931714120001701,p16022coll624:863,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Arizona,United States,North America,Cochise County,,
"Important farmlands, Columbia County, Wisconsin","Important farmlands, Columbia County, Wisconsin","Shows land use. Includes vicinity map. ""August 1980 5,R-37,899.""",,52 x 67 centimeters,,English,United States. Soil Conservation Service,"The Service (Washington, D.C.?)",,Agricultural Resources|Land Use,1980,,,https://umedia.lib.umn.edu/item/p16022coll624:740,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/740/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/740,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/740/manifest.json,UMN_ALMA:9933203100001701,p16022coll624:740,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Wisconsin,United States,North America,Columbia County,,
"Important farmlands, Comanche County, Oklahoma, 1981","Important farmlands, Comanche County, Oklahoma, 1981","""3-80 4-R-36516."" ""Base map prepared by the Geological Survey in cooperation with the Soil Conservation Service."" Includes vicinity map.",,,,English,,"U.S. Dept. of Agriculture, Soil Conservation Service (Fort Worth, Texas)",,Agricultural Resources|Land Use,1980,,,https://umedia.lib.umn.edu/item/p16022coll624:724,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll624/id/724/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll624/id/724,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll624/724/manifest.json,UMN_ALMA:9957238170001701,p16022coll624:724,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2024-02-28,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,2024-01-08T00:00:00Z,United States Department of Agriculture Important Farmlands Maps,p16022coll624,,Oklahoma,United States,North America,Comanche County,"W0984900 W0980500 N0345100 N0342400|(W 98°49'00""--W 98°05'00""/N 34°51'00""--N 34°24'00"")",
