Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
Bourbon,Bourbon,,English,,J. Luffman (London),,,1810 - 1820,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3879,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3879/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3879,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3879/manifest.json,UMN_ALMA:9975608808401701,p16022coll230:3879,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Cape Colony,Cape Colony,,English,,John Tallis & Co (London),,,1851,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3782,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3782/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3782,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3782/manifest.json,UMN_ALMA:9916251630001701,p16022coll230:3782,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte de Chine, les 18 provinces","Carte de Chine, les 18 provinces",,French,,Sold at Tusewei Press (Shanghai),,,1905,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3736,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3736/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3736,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3736/manifest.json,UMN_ALMA:9962933570001701,p16022coll230:3736,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte des costes de l'Afrique : depuis Cap de Lopo, jusques ä l'Isle Mazira, levée par ordre expres des roys de Portugal sous qui on en a fait la decouverte","Carte des costes de l'Afrique : depuis Cap de Lopo, jusques ä l'Isle Mazira, levée par ordre expres des roys de Portugal sous qui on en a fait la decouverte",,French,,Pierre Mortier (Amsterdam),,Coasts,1700,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3770,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3770/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3770,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3770/manifest.json,UMN_ALMA:9956977900001701,p16022coll230:3770,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte des nouvelles découvertes,Carte des nouvelles découvertes,,French,,publisher not identified,,,1752,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3762,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3762/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3762,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3762/manifest.json,UMN_ALMA:9962953080001701,p16022coll230:3762,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte du groupe d'Angkor,Carte du groupe d'Angkor,,French,,Le Service (Saigon?),,,1910,,,Angkor,,https://umedia.lib.umn.edu/item/p16022coll205:755,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/755/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/755,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/755/manifest.json,UMN_ALMA:9931054340001701,p16022coll205:755,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte hydrographique de la Moyenne égypte : ou sont indiqué les travaux exécuter d'prés les orderes de Son Altesse Méhémet-Ali Vice-Roi d'égypte, avec le project de la communication directe des mers au traverse de l'Isthme","Carte hydrographique de la Moyenne égypte : ou sont indiqué les travaux exécuter d'prés les orderes de Son Altesse Méhémet-Ali Vice-Roi d'égypte, avec le project de la communication directe des mers au traverse de l'Isthme",,French,,Dépo?t de Général de la Guerre (Paris),,Hydrology,1854,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3780,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3780/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3780,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3780/manifest.json,UMN_ALMA:9974084179901701,p16022coll230:3780,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte hydrographique de la partie septentrionale de la Haute égypte : ou sont indiqué les travaux d'arrosage exécutés et ä exécuter d'prés les orderes de Son Altesse Méhémet-Ali Vice-Roi d'égypte,Carte hydrographique de la partie septentrionale de la Haute égypte : ou sont indiqué les travaux d'arrosage exécutés et ä exécuter d'prés les orderes de Son Altesse Méhémet-Ali Vice-Roi d'égypte,,French,,Dépo?t de Général de la Guerre (Paris),,Hydrology|Irrigation,1855,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3757,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3757/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3757,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3757/manifest.json,UMN_ALMA:9974084179801701,p16022coll230:3757,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Carte physique et politique de l'Afrique,Carte physique et politique de l'Afrique,,French,,"Chez J. Goujon,  editeur-propriétaire,  rue du Bac,  No. 6,  prés le Pont Royal (Paris)",,Indigenous Peoples|Africans,1856?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3724,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3724/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3724,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3724/manifest.json,UMN_ALMA:9912624490001701,p16022coll230:3724,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Central Africa,Central Africa,,English,,The Society (New York),,,1918?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3758,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3758/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3758,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3758/manifest.json,UMN_ALMA:9923211030001701,p16022coll230:3758,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Chart of the Antarctic Ocean : between--latitudes 66° S. and 83° S. and--longitudes 150° E. and 150° W showing the land to the south of 74° S.,Chart of the Antarctic Ocean : between--latitudes 66° S. and 83° S. and--longitudes 150° E. and 150° W showing the land to the south of 74° S.,,English,,Stanford's Geogl. Estabt (London),,Discovery (Ship)|British National Antarctic Expedition,1905?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3745,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3745/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3745,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3745/manifest.json,UMN_ALMA:9914560390001701,p16022coll230:3745,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Chart of the Arctic Ocean : illustrating the route of Peary's North Greenland expedition of 1891-'92 and other arctic expeditions,Chart of the Arctic Ocean : illustrating the route of Peary's North Greenland expedition of 1891-'92 and other arctic expeditions,,English,,"National Geographic Society (Washington,  D.C)",,"Peary, Robert E|Nautical Charts",1892,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3791,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3791/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3791,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3791/manifest.json,UMN_ALMA:9962931430001701,p16022coll230:3791,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
China,China,,English,,Cadell & Davies (London),,,1809,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3756,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3756/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3756,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3756/manifest.json,UMN_ALMA:9922659430001701,p16022coll230:3756,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
China and the Birman empire : with parts of Cochin China and Siam,China and the Birman empire : with parts of Cochin China and Siam,,English,,Baldwin & Cradock (London),,,1834,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3729,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3729/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3729,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3729/manifest.json,UMN_ALMA:9914231990001701,p16022coll230:3729,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"China and the tributary kingdom of Corea [sic] : for the eludication of Lavoisne's genealogical, historical chronological & geographical atlas","China and the tributary kingdom of Corea [sic] : for the eludication of Lavoisne's genealogical, historical chronological & geographical atlas",,English,,M. Carey & Son (Philad[elphi]a),,,1821,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3784,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3784/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3784,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3784/manifest.json,UMN_ALMA:9934155840001701,p16022coll230:3784,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Congo,Congo,,English,,Morden (London),,,1688,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3843,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3843/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3843,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3843/manifest.json,UMN_ALMA:9916258410001701,p16022coll230:3843,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Eastern New Guinea and adjacent islands, showing district boundaries","Eastern New Guinea and adjacent islands, showing district boundaries",,English,,Department of Defence (Melbourne),,Military Occupation,1921,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3806,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3806/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3806,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3806/manifest.json,UMN_ALMA:9975626084101701,p16022coll230:3806,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
East Indies,East Indies,,English,,(London),,,1770,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3747,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3747/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3747,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3747/manifest.json,UMN_ALMA:9955278900001701,p16022coll230:3747,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Economic map of the Philippine Islands,Economic map of the Philippine Islands,,English,,Lit. Carrelo & Bauermann Inc (Manila),,,1924,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3792,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3792/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3792,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3792/manifest.json,UMN_ALMA:9964717420001701,p16022coll230:3792,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Egypt : Abyssinia,Egypt : Abyssinia,,English,,Drawn & engraved for Thomson's New General Atlas (Edinburgh),,,1817,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3790,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3790/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3790,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3790/manifest.json,UMN_ALMA:9921377320001701,p16022coll230:3790,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Fayal Pico and San Jorge, Azores","Fayal Pico and San Jorge, Azores",,English,,Hydrographic Office (London),,,1905,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3735,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3735/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3735,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3735/manifest.json,UMN_ALMA:9939534060001701,p16022coll230:3735,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Geological map of the Union of South Africa : Geologiese kaart van die Unie van Suid Afrika,Geological map of the Union of South Africa : Geologiese kaart van die Unie van Suid Afrika,,Afrikaans,,Geological Survey Office (Pretoria),,Geology,1925,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3931,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3931/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3931,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3931/manifest.json,UMN_ALMA:9924961810001701,p16022coll230:3931,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Geological sketch map of Western Australia : based on the work of the Geological Survey, 1919","Geological sketch map of Western Australia : based on the work of the Geological Survey, 1919",,English,,Government Printer (Perth [Wash),,Geology,1919,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3778,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3778/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3778,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3778/manifest.json,UMN_ALMA:9973295170001701,p16022coll230:3778,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Horta and Pim Bays : Azores, Fayal Channel","Horta and Pim Bays : Azores, Fayal Channel",,English,,Hydrographic Office (London),,,1891,,,Horta,,https://umedia.lib.umn.edu/item/p16022coll205:759,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/759/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/759,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/759/manifest.json,UMN_ALMA:9939537540001701,p16022coll205:759,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Islands in the Indian Ocean,Islands in the Indian Ocean,,English,,Society for the Diffusion of Useful Knowledge (London),,,1880 - 1889?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3753,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3753/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3753,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3753/manifest.json,UMN_ALMA:9973351704501701,p16022coll230:3753,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Karte von Tschili und Schantung,Karte von Tschili und Schantung,,German,,Kartogr. Abteilung der Kgl. Preuss. Landesaufnahme (Prussia),,,1907,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3766,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3766/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3766,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3766/manifest.json,UMN_ALMA:9973933654701701,p16022coll230:3766,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Kobe,Kobe,,English,,Kojiro Oshida (Kobe),,,1928,,,Kobe,,https://umedia.lib.umn.edu/item/p16022coll205:754,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll205/id/754/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/754,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/754/manifest.json,UMN_ALMA:9916347010001701,p16022coll205:754,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"L'Afrique : divisée suivant l'estendue ses principales parties ou sont distingués les uns des autres les empires, monarchies, royaumes, estats, et peuples qui partagent aujord'huy l'Afrique","L'Afrique : divisée suivant l'estendue ses principales parties ou sont distingués les uns des autres les empires, monarchies, royaumes, estats, et peuples qui partagent aujord'huy l'Afrique",,French,,Hubert Iaillot (Paris),,,1685,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3771,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3771/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3771,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3771/manifest.json,UMN_ALMA:9956988060001701,p16022coll230:3771,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Le Cap de Bonne Esperance : suivant les nouvelles observations de Masre. de l'Académie royale des sciences, etc., augmentées de nouvean","Le Cap de Bonne Esperance : suivant les nouvelles observations de Masre. de l'Académie royale des sciences, etc., augmentées de nouvean",,French,,Pieter van der Aa (Leiden),,,1713,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3730,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3730/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3730,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3730/manifest.json,UMN_ALMA:9916258450001701,p16022coll230:3730,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"L'empire de la Chine : d'aprés l'atlas Chinois, avec les isles du Japon","L'empire de la Chine : d'aprés l'atlas Chinois, avec les isles du Japon",,French,,Lattr?e & Delalain (Paris),,,1776,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3743,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3743/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3743,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3743/manifest.json,UMN_ALMA:9912612870001701,p16022coll230:3743,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
L'empire de la Chine : dressé d'aprés les cartes de l'atlas chinois,L'empire de la Chine : dressé d'aprés les cartes de l'atlas chinois,,French,,Chez Delamarche (Paris),,,1751,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3772,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3772/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3772,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3772/manifest.json,UMN_ALMA:9924317280001701,p16022coll230:3772,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
L'empire de la Chine : dressé d'aprés les cartes de l'atlas chinois,L'empire de la Chine : dressé d'aprés les cartes de l'atlas chinois,,French,,Chez Delamarche (Paris),,,1797?,,,,,https://umedia.lib.umn.edu/item/p16022coll230:3788,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll230/id/3788/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/3788,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/3788/manifest.json,UMN_ALMA:9961153370001701,p16022coll230:3788,Public,University of Minnesota,05d-01,05d-01,Active,Blacklight,2022-09-26,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
