Title,Alternative Title,Description,Language,Display Note,B1G Language,Creator,Creator ID,Publisher,Provider,Resource Class,Resource Type,Subject,Theme,Keyword,Temporal Coverage,Date Issued,Index Year,Date Range,Spatial Coverage,Geometry,Bounding Box,Centroid,Georeferenced,GeoNames,Relation,Member Of,Is Part Of,Source,Is Version Of,Replaces,Is Replaced By,Rights,Rights Holder,License,Access Rights,Format,File Size,WxS Identifier,B1G Image,ID,Identifier,Code,Accrual Method,Accrual Periodicity,Date Accessioned,Date Retired,Status,Publication State,Suppressed Record,Child Record,Mediator,Access,Created At,Updated At,Documentation,Download,FeatureServer,FGDC,Harvard Download,HTML,IIIF,ImageServer,Information,ISO19139,Manifest,MapServer,MODS,oEmbed,Index Map,TileServer,WCS,WFS,WMS,COG,PMTiles,XYZ Tiles,WMTS,TileJSON,Tile Map Service
Frederick County Open Data,"","Website for finding and accessing open data provided by Frederick County, Maryland",eng,"","","","",Maryland--Frederick County,,Websites,"",County government records,"","",Continually updated resource,,"","",Maryland--Frederick County|Maryland,"POLYGON((-77.677 39.720, -77.107 39.720, -77.107 39.220, -77.677 39.220, -77.677 39.720))","-77.677,39.220,-77.107,39.720","39.47,-77.392",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,04b-24021,https://gis-fcgmd.opendata.arcgis.com/api/feed/dcat-us/1.1.json,04b-24021,DCAT US 1.1,Weekly,2022-07-26,,Indexed,published,,,"",,2021-04-27 13:50:00 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://gis-fcgmd.opendata.arcgis.com,,,,,,,,,,,,,,,,
"Geodata Hub of Vilas County, WI","","Website for finding and accessing open data provided by Vilas County, Wisconsin",eng,"","","","",Wisconsin--Vilas County,,Websites,"",County government records,"","",Continually updated resource,,"","",Wisconsin--Vilas County|Wisconsin,"POLYGON((-89.152 46.163, -89.063 46.163, -89.063 46.119, -89.152 46.119, -89.152 46.163))","-89.152,46.119,-89.063,46.163","46.141,-89.1075",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,10b-55125-01,https://data-vilas.opendata.arcgis.com/api/feed/dcat-us/1.1.json,10b-55125,DCAT US 1.1,Weekly,2021-04-26,,Indexed,published,,,"",,2021-04-26 11:51:23 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://data-vilas.opendata.arcgis.com,,,,,,,,,,,,,,,,
Grant County Open Data Hub,"","Website for finding and accessing open data provided by Grant County, Minnesota",eng,"","","","",Minnesota--Grant County,,Websites,"",County government records,"","",Continually updated resource,,"","",Minnesota--Grant County|Minnesota,"POLYGON((-96.266 46.109, -95.758 46.109, -95.758 45.759, -96.266 45.759, -96.266 46.109))","-96.266,45.759,-95.758,46.109","45.934,-96.012",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,05b-27051,https://hub-co-grant-mn-us.hub.arcgis.com/api/feed/dcat-us/1.1.json,05b-27051,DCAT US 1.1,Weekly,"",,Indexed,published,,,"",,2021-04-26 12:02:51 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://hub-co-grant-mn-us.hub.arcgis.com,,,,,,,,,,,,,,,,
"Hamilton County, Indiana Open Data Collection","","Records for open data/geodata harvested from the Hamilton County GIS Portal platform. This collection was automatically cataloged from the provider's platform. In some cases, publication year and bounding coordinates shown here may be incorrect. Additional datasets and download formats may be available on the provider's website.",eng,"","","","","Hamilton County, Indiana",,Websites,"",County government records,"","",Continually updated resource,,"","",Indiana--Hamilton County|Indiana,"POLYGON((-86.243 40.219, -85.862 40.219, -85.862 39.926, -86.243 39.926, -86.243 40.219))","-86.243,39.926,-85.862,40.219","40.072500000000005,-86.0525",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,01b-18057,https://geohub.hamiltoncounty.in.gov/api/feed/dcat-us/1.1.json,01b-18057,DCAT US 1.1,Weekly,2021-04-27,,Indexed,published,,,"",,2021-04-27 10:43:06 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://geohub.hamiltoncounty.in.gov,,,,,,,,,,,,,,,,
Harford County Planning and Zoning Open GIS,"","Website for finding and accessing open data provided by Harford County, Maryland",eng,"","","","",Maryland--Harford County,,Websites,"",County government records,"","",Continually updated resource,,"","",Maryland--Harford County|Maryland,"POLYGON((-76.569 39.721, -76.065 39.721, -76.065 39.311, -76.569 39.311, -76.569 39.721))","-76.569,39.311,-76.065,39.721","39.516,-76.31700000000001",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,04b-24025,https://harford-county-gis-hub-harfordgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,04b-24025,DCAT US 1.1,Weekly,2022-10-27,2023-02-01,Indexed,published,,,"",,2021-04-27 13:50:00 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://harford-county-gis-hub-harfordgis.hub.arcgis.com,,,,,,,,,,,,,,,,
Hennepin County GIS Data,"","Website for finding and accessing open data provided by Hennepin County, Minnesota",eng,"","","","",Minnesota--Hennepin County,,Websites,"",County government records,"","",Continually updated resource,,"","",Minnesota--Hennepin County|Minnesota,"POLYGON((-93.768 45.247, -93.177 45.247, -93.177 44.785, -93.768 44.785, -93.768 45.247))","-93.768,44.785,-93.177,45.247","45.016,-93.4725",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,05b-27053,https://gis-hennepin.hub.arcgis.com/api/feed/dcat-us/1.1.json,05b-27053,DCAT US 1.1,Weekly,2021-10-25,,Indexed,published,,,"",,2021-04-26 12:02:51 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://gis-hennepin.hub.arcgis.com,,,,,,,,,,,,,,,,
Hubbard County Open Geospatial Data,"","Website for finding and accessing open data provided by Hubbard County, Minnesota",eng,"","","","",Minnesota--Hubbard County,,Websites,"",County government records,"","",Continually updated resource,,"","",Minnesota--Hubbard County|Minnesota,"POLYGON((-95.183 47.413, -94.658 47.413, -94.658 46.804, -95.183 46.804, -95.183 47.413))","-95.183,46.804,-94.658,47.413","47.1085,-94.9205",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,05b-27057,https://getdata-hubbardcounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,05b-27057,DCAT US 1.1,,2019-01-01,,Indexed,published,,,"",,2021-04-26 12:02:52 -0500,2024-06-11 01:55:22 -0500,,,,,,,,,https://getdata-hubbardcounty.opendata.arcgis.com,,,,,,,,,,,,,,,,
Illinois DOT Open Data Portal,"",Website for accessing and downloading geospatial data from the Illinois Department of Transportation.,eng,"","","","",Illinois Department of Transportation,,Websites,"","",Transportation,"","",,"","",Illinois,"POLYGON((-91.513079 42.508481, -87.494756 42.508481, -87.494756 36.970298, -91.513079 36.970298, -91.513079 42.508481))","-91.513079,36.970298,-87.494756,42.508481","39.7393895,-89.5039175",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,02a-04,https://gis-idot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,02a-04,DCAT US 1.1,Weekly,"",,Indexed,published,,,"",,2024-04-03 10:58:33 -0500,2024-05-28 16:15:27 -0500,,,,,,,,,https://gis-idot.opendata.arcgis.com,,,,,,,,,,,,,,,,
IndianaMap ,"","IndianaMap is a strategic resource providing a collection of authoritative data and web services.  It is an organized effort of partners throughout Indiana, involving local, state, and federal agencies, private sector and academia.",eng,"","","","",Indiana,,Websites,"",State government records,"","",Continually updated resource,,"","",Indiana,,,,,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,09a-04,https://www.indianamap.org/api/feed/dcat-us/1.1.json,09a-04,DCAT US 1.1,Weekly,"",,Indexed,published,,,"",,2023-01-26 11:50:11 -0600,2024-05-28 16:15:21 -0500,,,,,,,,,https://www.indianamap.org,,,,,,,,,,,,,,,,
Iowa Geodata,"",Website for finding and accessing open data provided by the state of Iowa,eng,"","","","",Iowa,,Websites,"",State government records,"","",Continually updated resource,,"","",Iowa,"POLYGON((-96.640 43.501, -90.140 43.501, -90.140 40.376, -96.640 40.376, -96.640 43.501))","-96.640,40.376,-90.140,43.501","41.9385,-93.39",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,03a-03,https://geodata.iowa.gov/api/feed/dcat-us/1.1.json,03a-03,DCAT US 1.1,Weekly,2022-06-16,,Indexed,published,,,"",,2022-01-31 10:20:41 -0600,2024-05-28 16:15:21 -0500,,,,,,,,,https://geodata.iowa.gov,,,,,,,,,,,,,,,,
IowaDOT Open Data,"",Website for finding and accessing open data provided by Iowa Department of Transportation,eng,"","",Iowa Department of Transportation,"",Iowa,,Websites,"",State government records,"","",Continually updated resource,,"","",Iowa,"POLYGON((-96.639 43.501, -90.140 43.501, -90.140 40.375, -96.639 40.375, -96.639 43.501))","-96.639,40.375,-90.140,43.501","41.938,-93.3895",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,03a-02,https://public-iowadot.opendata.arcgis.com/api/feed/dcat-us/1.1.json,03a-02,DCAT US 1.1,Weekly,2022-06-16,,Indexed,published,,,"",,2022-04-14 14:32:37 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://public-iowadot.opendata.arcgis.com,,,,,,,,,,,,,,,,
"Kenosha County, WI GIS Open Data Portal","","Website for finding and accessing open data provided by Kenosha County, Wisconsin",eng,"","","","",Wisconsin--Kenosha County,,Websites,"",County government records,"","",Continually updated resource,,"","",Wisconsin--Kenosha County|Wisconsin,"POLYGON((-87.997 42.639, -87.807 42.639, -87.807 42.539, -87.997 42.539, -87.997 42.639))","-87.997,42.539,-87.807,42.639","42.589,-87.902",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,https://kc-web-01.kenoshacounty.org/Mapping/Logos/CountyLogoGreyHollow.png,10b-55059,https://dataportal.kenoshacounty.org/api/feed/dcat-us/1.1.json,10b-55059,DCAT US 1.1,Weekly,2022-03-14,,Indexed,published,,,"",,2021-04-26 11:51:41 -0500,2024-05-28 16:15:21 -0500,,,,,,,,,https://dataportal.kenoshacounty.org,,,,,,,,,,,,,,,,
Lake County Illinois Open Data Portal,"","Website for finding and accessing open data provided by Lake County, Illinois",eng,"","","","",Illinois--Lake County,,Websites,"",County government records,"","",Continually updated resource,,"","",Illinois--Lake County|Illinois,"POLYGON((-88.200 42.496, -87.761 42.496, -87.761 42.152, -88.200 42.152, -88.200 42.496))","-88.200,42.152,-87.761,42.496","42.324,-87.9805",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,12b-17097,https://data-lakecountyil.opendata.arcgis.com/api/feed/dcat-us/1.1.json,12b-17097,DCAT US 1.1,Weekly,2021-04-27,,Indexed,published,,,"",,2021-04-27 13:49:59 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://data-lakecountyil.opendata.arcgis.com,,,,,,,,,,,,,,,,
"Land Records Data Portal of Columbia County, WI","","Website for finding and accessing open data provided by Columbia County, Wisconsin",eng,"","","","",Wisconsin--Columbia County,,Websites,"",County government records,"","",Continually updated resource,,"","",Wisconsin--Columbia County|Wisconsin,"POLYGON((-89.819 43.671, -89.739 43.671, -89.739 43.603, -89.819 43.603, -89.819 43.671))","-89.819,43.603,-89.739,43.671","43.637,-89.779",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,10b-55021,https://opendata-cclid.opendata.arcgis.com/api/feed/dcat-us/1.1.json,10b-55021,DCAT US 1.1,Weekly,2021-04-26,,Indexed,published,,,"",,2021-04-26 11:51:42 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://opendata-cclid.opendata.arcgis.com,,,,,,,,,,,,,,,,
Lincoln Open Data and Performance Management,"","Website for finding and accessing open data provided by the City of Lincoln, Nebraska",eng,"","","","",Nebraska--Lincoln,,Websites,"",Municipal government records,"","",Continually updated resource,,"","",Nebraska--Lincoln|Nebraska,"POLYGON((-96.804 40.900, -96.577 40.900, -96.577 40.694, -96.804 40.694, -96.804 40.900))","-96.804,40.694,-96.577,40.900","40.797,-96.6905",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,https://pbs.twimg.com/profile_images/872428759894196224/LLM1nkiG_400x400.jpg,13c-01,https://data2-lincolnne.opendata.arcgis.com/api/feed/dcat-us/1.1.json,13c-01,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:50:03 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://data2-lincolnne.opendata.arcgis.com,,,,,,,,,,,,,,,,
"Linn County, Iowa Open Data Portal","","Website for finding and accessing open data provided by Linn County, Iowa",eng,"","","","",Iowa--Linn County,,Websites,"",County government records,"","",Continually updated resource,,"","",Iowa--Linn County|Iowa,"POLYGON((-91.835 42.299, -91.363 42.299, -91.363 41.860, -91.835 41.860, -91.835 42.299))","-91.835,41.860,-91.363,42.299","42.079499999999996,-91.59899999999999",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,03b-19113,http://opendata-linncounty-gis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,03b-19113,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-26 10:56:28 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,http://opendata-linncounty-gis.opendata.arcgis.com,,,,,,,,,,,,,,,,
Lorain County GIS Data,"","Website for finding and accessing open data provided by Lorain County, Ohio",eng,"","","","",Ohio--Lorain County,,Websites,"",County government records,"","",Continually updated resource,,"","",Ohio--Lorain County|Ohio,"POLYGON((-82.348 41.512, -81.877 41.512, -81.877 41.064, -82.348 41.064, -82.348 41.512))","-82.348,41.064,-81.877,41.512","41.288,-82.1125",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,11b-39093,https://data-loraingis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,11b-39093,DCAT US 1.1,Weekly,2022-09-26,,Indexed,published,,,"",,2021-04-27 13:50:02 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://data-loraingis.opendata.arcgis.com,,,,,,,,,,,,,,,,
Maryland iMap,"",Website for finding and accessing open data provided by Maryland iMap,eng,"","","","",Maryland,,Websites,"",State government records,"","",Continually updated resource,,"","",Maryland,"POLYGON((-79.487 39.723, -74.985 39.723, -74.985 37.887, -79.487 37.887, -79.487 39.723))","-79.487,37.887,-74.985,39.723","38.805,-77.23599999999999",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,04a-01,http://data.imap.maryland.gov/api/feed/dcat-us/1.1.json,04a-01,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:50:03 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,http://data.imap.maryland.gov,,,,,,,,,,,,,,,,
McLean County GIS Consortium Open Data,"","Website for finding and accessing open data provided by McLean County, Illinois",eng,"","","","",Illinois--McLean County,,Websites,"",County government records,"","",Continually updated resource,,"","",Illinois--McLean County|Illinois,"POLYGON((-89.269 40.758, -88.459 40.758, -88.459 40.281, -89.269 40.281, -89.269 40.758))","-89.269,40.281,-88.459,40.758","40.5195,-88.864",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,02b-17113,http://www.mcgis.org/api/feed/dcat-us/1.1.json,02b-17113,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:49:59 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,http://www.mcgis.org/,,,,,,,,,,,,,,,,
Milwaukee County GIS Download,"","Website for finding and accessing open data provided by Milwaukee County, Wisconsin",eng,"","","","",Wisconsin--Milwaukee County,,Websites,"",County government records,"","",Continually updated resource,,"","",Wisconsin--Milwaukee County|Wisconsin,"POLYGON((-88.070 43.193, -87.814 43.193, -87.814 42.842, -88.070 42.842, -88.070 43.193))","-88.070,42.842,-87.814,43.193","43.0175,-87.942",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,10b-55079,https://gis-mclio.opendata.arcgis.com/api/feed/dcat-us/1.1.json,10b-55079,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-26 11:52:08 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://gis-mclio.opendata.arcgis.com,,,,,,,,,,,,,,,,
Montgomery County Open Data,"","Website for finding and accessing open data provided by Montgomery County, Pennsylvania",eng,"","","","",Pennsylvania--Montgomery County,,Websites,"",County government records,"","",Continually updated resource,,"","",Pennsylvania--Montgomery County|Pennsylvania,"POLYGON((-75.697 40.447, -75.015 40.447, -75.015 39.977, -75.697 39.977, -75.697 40.447))","-75.697,39.977,-75.015,40.447","40.212,-75.356",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,08b-42091,https://data-montcopa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,08b-42091,DCAT US 1.1,Weekly,2022-06-16,,Indexed,published,,,"",,2021-04-27 13:50:02 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://data-montcopa.opendata.arcgis.com,,,,,,,,,,,,,,,,
Nebraska Game & Parks Map and Data Portal,"",Website for finding and accessing open data provided by the State of Nebraska,eng,"","","","",Nebraska,,Websites,"",State government records,"","",Continually updated resource,,"","",Nebraska,"POLYGON((-104.1 43.0, -95.3 43.0, -95.3 40.0, -104.1 40.0, -104.1 43.0))","-104.1,40.0,-95.3,43.0","41.5,-99.69999999999999",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,https://maps.outdoornebraska.gov/Opendata/gpc_meatball_sm.png,13a-04,https://data-outdoornebraska.opendata.arcgis.com/api/feed/dcat-us/1.1.json,13a-04,DCAT US 1.1,Weekly,2021-05-27,,Indexed,published,,,"",,2021-04-27 13:50:04 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://data-outdoornebraska.opendata.arcgis.com,,,,,,,,,,,,,,,,
NebraskaMap,"",Website for finding and accessing open data provided by the State of Nebraska,eng,"","","","",Nebraska,,Websites,"",State government records,"","",Continually updated resource,,"","",Nebraska,"POLYGON((-104.053 43.001, -95.308 43.001, -95.308 40.000, -104.053 40.000, -104.053 43.001))","-104.053,40.000,-95.308,43.001","41.5005,-99.6805",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,13a-01,https://www.nebraskamap.gov/api/feed/dcat-us/1.1.json,13a-01,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:50:03 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://www.nebraskamap.gov,,,,,,,,,,,,,,,,
New Jersey Department of Environmental Protection's (NJDEP) Bureau of GIS,"",Discover and explore web maps and mapping applications that are associated with environmental interests and concerns in New Jersey.,eng,"","",New Jersey Department of Environmental Protection's Bureau of GIS,"",New Jersey,,Websites,"",State government records,Environment,"",Continually updated resource,,"","",New Jersey,"POLYGON((-75.563 41.357, -73.894 41.357, -73.894 38.791, -75.563 38.791, -75.563 41.357))","-75.563,38.791,-73.894,41.357","40.074,-74.7285",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,14a-02,https://gisdata-njdep.opendata.arcgis.com/api/feed/dcat-us/1.1.json,14a-02,DCAT US 1.1,Weekly,"",,Indexed,published,,,"",,2023-01-25 17:50:32 -0600,2024-05-28 16:15:22 -0500,,,,,,,,,https://gisdata-njdep.opendata.arcgis.com,,,,,,,,,,,,,,,,
New Jersey Geographic Information Network (NJGIN) Open Data Portal,"",Website for finding and accessing open data provided by the state of New Jersey,eng,"","",New Jersey Office of GIS,"",New Jersey,,Websites,"",State government records,"","",Continually updated resource,,"","",New Jersey,"POLYGON((-75.563 41.357, -73.894 41.357, -73.894 38.791, -75.563 38.791, -75.563 41.357))","-75.563,38.791,-73.894,41.357","40.074,-74.7285",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,14a-01,https://njogis-newjersey.opendata.arcgis.com/api/feed/dcat-us/1.1.json,14a-01,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2022-06-16 15:21:40 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://njogis-newjersey.opendata.arcgis.com,,,,,,,,,,,,,,,,
North Central PA Hub,"",High quality location-based data from the 6-county North Central Pennsylvania Region.,eng,"","","","",Pennsylvania--North Central," North Central, PA Regional Planning and Development Commission ",Websites,"","","","","",,"","",Pennsylvania,,,,,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,08f-03,https://regional-planning-northcentral.hub.arcgis.com/api/feed/dcat-us/1.1.json,08f-03,DCAT US 1.1,Weekly,"",,,published,,,"",,2023-05-31 11:06:38 -0500,2024-05-28 16:15:22 -0500,,,,,,,,,https://regional-planning-northcentral.hub.arcgis.com,,,,,,,,,,,,,,,,
"Oakland County, MI Open data","","Website for finding and accessing open data provided by Oakland County, Michigan",eng,"","","","",Michigan--Oakland County,,Websites,"",County government records,"","",Continually updated resource,,"","",Michigan--Oakland County|Michigan,"POLYGON((-83.689 42.889, -83.083 42.889, -83.083 42.431, -83.689 42.431, -83.689 42.889))","-83.689,42.431,-83.083,42.889","42.66,-83.386",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,https://www.oakgov.com/style%20library/Template_V2/Images/OCLogo.png,06b-26125,http://accessoakland.oakgov.com/api/feed/dcat-us/1.1.json,06b-26125,DCAT US 1.1,Weekly,2022-06-16,,Indexed,published,,,"",,2021-04-27 13:50:00 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,http://accessoakland.oakgov.com,,,,,,,,,,,,,,,,
Omaha/Douglas County GIS Open Data Portal,"","Website for finding and accessing open data provided by Douglas County, Nebraska",eng,"","","","",Nebraska--Omaha,,Websites,"",County government records,"","",Continually updated resource,,"","",Nebraska--Omaha|Nebraska--Douglas County|Nebraska,"POLYGON((-96.473 41.394, -95.871 41.394, -95.871 41.190, -96.473 41.190, -96.473 41.394))","-96.473,41.190,-95.871,41.394","41.292,-96.172",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,https://gis.douglascounty-ne.gov/images/gis_logo.png,13b-31055,https://data-dogis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,13b-31055,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:00:53 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,https://data-dogis.opendata.arcgis.com,,,,,,,,,,,,,,,,
Open Data DC,"","Website for finding and accessing open data provided by Washington, District of Columbia",eng,"","","","",District of Columbia--Washington,,Websites,"",Municipal government records,"","",Continually updated resource,,"","",District of Columbia--Washington|District of Columbia,"POLYGON((-77.120 38.996, -76.909 38.996, -76.909 38.792, -77.120 38.792, -77.120 38.996))","-77.120,38.792,-76.909,38.996","38.894000000000005,-77.0145",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,04c-01,https://opendata.dc.gov/api/feed/dcat-us/1.1.json,04c-01,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 13:50:02 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,https://opendata.dc.gov,,,,,,,,,,,,,,,,
Open Data Minneapolis,"","Website for finding and accessing open data provided by the City of Minneapolis, Minnesota",eng,"","","","",Minnesota--Minneapolis,,Websites,"",Municipal government records,"","",Continually updated resource,,"","",Minnesota--Minneapolis|Minnesota,"POLYGON((-93.329 45.051, -93.194 45.051, -93.194 44.890, -93.329 44.890, -93.329 45.051))","-93.329,44.890,-93.194,45.051","44.9705,-93.2615",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,05c-01,https://opendata.minneapolismn.gov/api/feed/dcat-us/1.1.json,05c-01,DCAT US 1.1,Weekly,2021-04-26,,Indexed,published,,,"",,2021-04-26 12:02:52 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,https://opendata.minneapolismn.gov,,,,,,,,,,,,,,,,
OpenIndy Data Portal,"","Website for finding and accessing open data provided by the city of Indianapolis and Marion County, Indiana",eng,"","","","","City of Indianapolis and Marion County, Indiana",,Websites,"",State government records,"","",Continually updated resource,,"","",Indiana--Indianapolis|Indiana--Marion County|Indiana,"POLYGON((-86.328 39.928, -85.938 39.928, -85.938 39.632, -86.328 39.632, -86.328 39.928))","-86.328,39.632,-85.938,39.928","39.78,-86.13300000000001",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,01c-02,http://data.indy.gov/api/feed/dcat-us/1.1.json,01c-02,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-27 10:43:06 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,http://data.indy.gov,,,,,,,,,,,,,,,,
Opioid Awareness|Peoria City/County Health Department ,"","Enabling a coordinated effort to address opioid addiction and promote treatment alternatives. This site offers a collection of maps and apps used by public health and safety agencies to communicate the severity of the opioid epidemic, promote treatment, alternatives, and understand the effectiveness of response activities.",eng,"","",Peoria City/County Health Department ,"",Illinois--Peoria County,,Websites,"",County government records,Health,"",Continually updated resource,,"","",Illinois--Peoria County|Illinois,"POLYGON((-89.989 40.975, -89.447 40.975, -89.447 40.514, -89.989 40.514, -89.989 40.975))","-89.989,40.514,-89.447,40.975","40.7445,-89.718",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,12c-02,https://opioid-awareness-peoriacountygis.hub.arcgis.com/api/feed/dcat-us/1.1.json,12c-02,DCAT US 1.1,Weekly,"",,Indexed,published,,,"",,2023-02-02 15:25:35 -0600,2024-05-28 16:15:23 -0500,,,,,,,,,https://opioid-awareness-peoriacountygis.hub.arcgis.com,,,,,,,,,,,,,,,,
Outagamie County GIS Download,"","Website for finding and accessing open data provided by Outagamie County, Wisconsin",eng,"","","","",Wisconsin--Outagamie County,,Websites,"",County government records,"","",Continually updated resource,,"","",Wisconsin--Outagamie County|Wisconsin,"POLYGON((-90.045 45.901, -89.046 45.901, -89.046 45.464, -90.045 45.464, -90.045 45.901))","-90.045,45.464,-89.046,45.901","45.682500000000005,-89.5455",,"","",ba5cc745-21c5-4ae9-954b-72dd8db6815a,"","","","","","","","",Public,ArcGIS Hub,,,,10b-55087,https://data-ocgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,10b-55087,DCAT US 1.1,Weekly,2022-10-27,,Indexed,published,,,"",,2021-04-26 11:52:58 -0500,2024-05-28 16:15:23 -0500,,,,,,,,,https://data-ocgis.opendata.arcgis.com,,,,,,,,,,,,,,,,
