Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
EMS Stations [Pennsylvania--York County],EMS Stations,Location of Emergency Service Stations in York County,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.04,39.73,-76.32,40.21",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::ems-stations,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/DES_EMS_Stations/MapServer/0,,,833205b4e02948458ecbacfcca6b812b_0,https://hub.arcgis.com/datasets/833205b4e02948458ecbacfcca6b812b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Parcels [Pennsylvania--York County],Parcels,Parcel Boundaries in York County. Intended for illustration and demonstration purposes only. Updated on a weekly basis.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2018-09-04,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::parcels,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,,,803b4da39e7b457ab6e7a5eeb3410abb_0,https://hub.arcgis.com/datasets/803b4da39e7b457ab6e7a5eeb3410abb,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Schools [Pennsylvania--York County],Schools,Locations of all private/public school buildings in York County.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Facility|FeatureService|OpenData|YCPC,2018-01-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.06,39.74,-76.31,40.19",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::schools,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PUB_FACIL_Schools/MapServer/0,,,5644e40fad904d3aa8dedf3b516ac926_0,https://hub.arcgis.com/datasets/5644e40fad904d3aa8dedf3b516ac926,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Zipcodes [Pennsylvania--York County],Zipcodes,"Zipcode Information for York County, PA. Information was created in-house here at the York County Planning Commission.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2018-02-22,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::zipcodes,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Zipcodes/MapServer/0,,,803e5a5793d741528fc45aa6b1f157ee_0,https://hub.arcgis.com/datasets/803e5a5793d741528fc45aa6b1f157ee,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Municipal Boundary [Pennsylvania--York County],Municipal Boundary,Municipal Boundary in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Boundary|FeatureService|OpenData|YCPC,2020-01-08,Last modified 2024-07-10,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::municipal-boundary,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Municipal_Boundary/FeatureServer/0,,0c391214bb304169beb33808a259dec2_0,https://hub.arcgis.com/datasets/0c391214bb304169beb33808a259dec2,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Railroads [Pennsylvania--York County],Railroads,Railroads in York County. Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2019-11-01,Last modified 2024-05-23,,Pennsylvania--York County|Pennsylvania,"-77.05,39.72,-76.26,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::railroads,,https://services1.arcgis.com/bzC4sqfGZJYY5WBz/arcgis/rest/services/Railroads/FeatureServer/0,,adcbf561baf34e4fa56106c98ad27cb8_0,https://hub.arcgis.com/datasets/adcbf561baf34e4fa56106c98ad27cb8,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,FOR PUBLIC DISTRIBUTION. Layer should not be used at scales larger than 1:2400,ArcGIS Hub,2024-09-20,Public
Geology [Pennsylvania--York County],Geology,York County Geology; Intended for illustration and demonstration purposes only.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Environment|FeatureService|OpenData|YCPC,2018-01-24,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::geology,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Geology/MapServer/0,,,fdb292eff0a749e6930b7e2666bcfe33_0,https://hub.arcgis.com/datasets/fdb292eff0a749e6930b7e2666bcfe33,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Soils [Pennsylvania--York County],Soils,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Environment|FeatureService|OpenData|YCPC,2023-04-25,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.23,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::soils,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Soils/FeatureServer/0,,8a3f95f6b2094082a8883b1d22e23dce_0,https://hub.arcgis.com/datasets/8a3f95f6b2094082a8883b1d22e23dce,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,For Public Use,ArcGIS Hub,2024-09-20,Public
Subdivisions [Pennsylvania--York County],Subdivisions,Subdivision points for locations of plans from municipal planning,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Planning|YCPC,2018-01-12,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.14,39.72,-76.24,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::subdivisions,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PLANNING_Subdivisions/MapServer/0,,,748bbb7d824d44cab67cfb92c1ac405d_0,https://hub.arcgis.com/datasets/748bbb7d824d44cab67cfb92c1ac405d,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
Agricultural Security Areas [Pennsylvania--York County],Agricultural Security Areas,Conservation Easement Map Service for Open Data Site.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,Conservation|FeatureService|OpenData|YCPC,2022-08-28,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.12,39.72,-76.23,40.19",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::agricultural-security-areas,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Ag_Security/FeatureServer/0,,838546cc58ce41d29adc2af6faea4932_0,https://hub.arcgis.com/datasets/838546cc58ce41d29adc2af6faea4932,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Parks [Pennsylvania--York County],Parks,"Parks in York County, Pennsylvania",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Parks|Pennsylvania|Recreation|YCPC,2018-01-25,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.08,39.72,-76.29,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::parks,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parks/MapServer/0,,,d85b068f879147b1aee17b073d88531a_0,https://hub.arcgis.com/datasets/d85b068f879147b1aee17b073d88531a,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,"Layer should not be used at scales larger than 1:2400.  Intended for illustration and demonstration purposes only.Distribution LiabilityTHE DATA AND METADATA HAS BEEN DEVELOPED SOLELY FOR INTERNAL USE BY YORK COUNTY PLANNING COMMISSION AND YORK COUNTY AS WELL AS ITS DEPARTMENTS AND AGENCIES (HEREINAFTER JOINTLY REFERRED TO AS “LICENSOR”) AND LICENSOR MAKES NO WARRANTIES, REPRESENTATIONS OR GUARANTEES, EITHER EXPRESS OR IMPLIED, AS TO THE COMPLETENESS, ACCURACY, OR CORRECTNESS OF THE DATA AND METADATA DOES NOT ACCEPT OR ASSUME ANY LIABILITY ARISING FROM OR FOR ANY INCORRECT, INCOMPLETE, OR MISLEADING DATA PROVIDED PURSUANT TO THIS PURCHASE/REQUEST.  THERE ARE NO WARRANTIES AND/OR REPRESENTATIONS, EITHER EXPRESS OR IMPLIED, OF MERCHANTABILITY OR FITNESS OF THE DATA FOR A PARTICULAR PURPOSE OR USE.  ALL DATA AND METADATA ARE PROVIDED “AS IS.”",ArcGIS Hub,2024-09-20,Public
York County Historic Aerials Application [Pennsylvania--York County],York County Historic Aerials Application,"Web Application showing available historic aerials in York County, PA. Aerials range from 1938 to 2008.Photos are stored at PASDA (Pennsylvania Spatial Data Access) but application organize and reference historical aerials specifically for York County. User can search for these by location by parcel name, owner or address or simply click on the historical aerial indexes listed in the application.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:3Ee73A889D9743F39D710Cb2A539A19B|GeneralApplications|HistoricAerials|Migrated_Web_App|WebMapApplication|YCPC,2022-05-13,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-historic-aerials-application,,,,3ee73a889d9743f39d710cb2a539a19b,https://hub.arcgis.com/datasets/3ee73a889d9743f39d710cb2a539a19b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,Public Application,ArcGIS Hub,2024-09-20,Public
York County Community Facilities [Pennsylvania--York County],York County Community Facilities,"Map Series showing inventory of community facilities in York County, PA. Provides location and information for Schools, Health services, Emergency/Fire/Police Services, Local Government along with Libraries.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Attached_To_Webapp_Id:6Dd9775F5F814C1D942619D3981A17Ec|CommunityFacility|ComprehensivePlan|Needs_Migrated|WebMapApplication|YCPC,2021-09-01,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/apps/YorkCountyPA::york-county-community-facilities,,,,6dd9775f5f814c1d942619d3981a17ec,https://hub.arcgis.com/datasets/6dd9775f5f814c1d942619d3981a17ec,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,Public Application,ArcGIS Hub,2024-09-20,Public
FEMA Floodplain [Pennsylvania--York County],FEMA Floodplain,The S_Fld_Haz_Ar table contains information about the flood hazards within the flood risk project area. These zones are used by FEMA to designate the SFHA and for insurance rating purposes. These data are the regulatory flood zones designated by FEMA.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|Hydro|OpenData|YCPC,2019-09-25,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-170.85,-14.38,145.83,66.61",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::fema-floodplain,https://hazards.fema.gov/arcgis/rest/services/FIRMette/NFHLREST_FIRMette/MapServer/20,,,1e3886bdc880475d9ffa011ccd239271_20,https://hub.arcgis.com/datasets/1e3886bdc880475d9ffa011ccd239271,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Sidewalks [Pennsylvania--York County],Sidewalks,Sidewalks in York County,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,FeatureService|OpenData|Transportation|YCPC,2023-06-21,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-77.06,39.72,-76.31,40.22",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::sidewalks,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/TRANSP_Sidewalks/FeatureServer/0,,6c590bb57e94490f88ad76d0904b3141_0,https://hub.arcgis.com/datasets/6c590bb57e94490f88ad76d0904b3141,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Heritage Sites [Pennsylvania--York County],Heritage Sites,"Heritage Sites of York County Pennsylvania. All the pointscontains information of all Heritage Resources in York County that were designated through the York County Heritage Program. These resources can include site, event, tour, product or route. These points includes attachments to pictures, summary and a link to its website.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,ComprehensivePlan|Facility|FeatureService|Heritage_Sites|Historical|OpenData|Recreation|YCPC,2023-08-25,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-77.04,39.73,-76.31,40.11",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::heritage-sites,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/PLANNING_Heritage_Sites/FeatureServer/0,,b7b2740d6de148418d6a94f27305144b_0,https://hub.arcgis.com/datasets/b7b2740d6de148418d6a94f27305144b,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Comprehensive Plan Applications [Pennsylvania--York County],Comprehensive Plan Applications,These are applications that help support the York County Comprehensive Plan.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,HubPage|YCPC,2022-05-25,Last modified 2024-09-17,,Pennsylvania--York County|Pennsylvania,,,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/pages/YorkCountyPA::comprehensive-plan-applications,,,,8556c65de4964299bef3b2205b127893,https://hub.arcgis.com/datasets/8556c65de4964299bef3b2205b127893,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Conservation Easements [Pennsylvania--York County],Conservation Easements,Conservation Easements for GIS Open Portal,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,Conservation|FeatureService|OpenData|Pennsylvania|YCPC,2022-08-28,Last modified 2024-09-16,,Pennsylvania--York County|Pennsylvania,"-77.03,39.72,-76.25,40.17",ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/maps/YorkCountyPA::conservation-easements,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Conservation_Easements/FeatureServer,,9595b8b4ee3a4655b1e5b436e5fa9fa1,https://hub.arcgis.com/datasets/9595b8b4ee3a4655b1e5b436e5fa9fa1,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Important Birding Areas [Pennsylvania--York County],Important Birding Areas,,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,,,BirdingAreas|Environment|FeatureService|OpenData|YCPC,2024-01-02,Last modified 2024-08-23,,Pennsylvania--York County|Pennsylvania,"-76.94,39.73,-76.23,40.02",,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/datasets/YorkCountyPA::important-birding-areas,,https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/ENVIR_Important_Birding_Areas/FeatureServer/0,,574e5d5e33c84502b178f058c7530e6f_0,https://hub.arcgis.com/datasets/574e5d5e33c84502b178f058c7530e6f,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
Building Footprints [Pennsylvania--York County],Building Footprints,Download Link to Building Footprints. Only available as an ESRI Geodatabase Download. Updated Weekly.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.","York County, Pennsylvania",Pennsylvania--York County,Web services,,DocumentLink|Facility|OpenData|YCPC,2023-11-01,Last modified 2024-08-21,,Pennsylvania--York County|Pennsylvania,,ArcGIS Rest Service,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/documents/YorkCountyPA::building-footprints,,,,dce9c1f671e340e9ab7e17a47d071604,https://hub.arcgis.com/datasets/dce9c1f671e340e9ab7e17a47d071604,"York County, PA GIS Open Data Portal",08b-42133,ba5cc745-21c5-4ae9-954b-72dd8db6815a,08b-42133,,ArcGIS Hub,2024-09-20,Public
